state,vegetable,fork-ranger-name,January,February,March,April,May,June,July,August,September,October,November,December
new-mexico,quince,Quince,,,,,,,,,,Starting Now,Last Chance,
new-mexico,radicchio,Radicchio,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-mexico,radishes,Radish,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
new-mexico,rapini,Rapini,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,raspberries,Raspberry,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-mexico,rhubarb,Rhubarb,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-mexico,rosemary,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,rutabaga,Swede,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-mexico,sage,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-mexico,shallots,Shallots,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,shell-beans,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-mexico,snap-peas,Sugar snaps,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,
new-mexico,snow-peas,Snow peas,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,
new-mexico,sorrel,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-mexico,spinach,Spinach,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-mexico,strawberries,Strawberry,,,,,,Starting Now,Last Chance,,,,,
new-mexico,summer-squash,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-mexico,sunchokes,Jerusalem artichoke,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,,,,,
new-mexico,sweet-potatoes,Sweet potato,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-mexico,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-mexico,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,tomatillos,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,tomatoes,Tomato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-mexico,turnips,Turnip,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-mexico,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
new-mexico,watermelon,Watermelon,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-mexico,winter-squash,Pumpkin,Prime Time,Last Chance,,,,,,,,Starting Now,Prime Time,Prime Time
new-mexico,zucchini,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-york,apples,Apple,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,arugula,Rocket,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-york,asparagus,Asparagus,,,,,Starting Now,Last Chance,,,,,,
new-york,basil,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,beets,Beetroot,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,black-eyed-peas,X,,,,,,Starting Now,Last Chance,,,,,
new-york,blackberries,Blackberry,,,,,,,,Starting Now,Last Chance,,,
new-york,blueberries,Blueberry,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-york,bok-choy,Bok choy,,,,,,,,Starting Now,Last Chance,,Prime Time,
new-york,brambles,X,,,,,,,,Starting Now,Last Chance,,,
new-york,broccoli,Broccoli,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,brussels-sprouts,Brussels sprouts,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-york,cabbage,White cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-york,cantaloupe,Cantaloupe,,,,,,,,Starting Now,Last Chance,,,
new-york,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-york,carrots,Carrot,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,cauliflower,Cauliflower,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,celery,Celery,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,celery-root,Celeriac,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,chard,Chard,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
new-york,chicories,Chicory,,,,,,,,,Starting Now,Last Chance,,
new-york,chili-peppers,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
new-york,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,cilantro,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,collard-greens,Collard greens,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
new-york,corn,Corn,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,cranberries,X,,,,,,,,,,Starting Now,Prime Time,Last Chance
new-york,cucumbers,Cucumber,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,currants,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
new-york,eggplant,Aubergine,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,endive,Endive,,,,,,,,,Starting Now,Last Chance,,
new-york,fava-beans,X,,,,,Starting Now,Last Chance,,,,,,
new-york,fennel,Fennel,,,,,,,,,,Starting Now,Last Chance,
new-york,fiddleheads,X,,,,Starting Now,Last Chance,,,,,,,
new-york,garlic,X,,,,,,Starting Now,Last Chance,,,,,
new-york,garlic-scapes,X,,,,,Starting Now,Last Chance,,,,,,
new-york,gooseberries,Gooseberry,,,,,,Prime Time,,,,,,
new-york,grapes,Grapes,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-york,green-beans,Green bean,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,green-onions,Green onion,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-york,ground-cherries,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
new-york,kale,Kale,,,,,,,,,Starting Now,Prime Time,Last Chance,
new-york,kohlrabi,Kohlrabi,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
new-york,lamb's-quarters,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,leeks,Leek,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-york,lettuce,Lettuce,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,lima-beans,X,,,,,,,,,Starting Now,Last Chance,,
new-york,melons,Melon,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,mint,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-york,mushrooms,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,mustard-greens,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,nectarines,Nectarine,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-york,nettles,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-york,okra,Okra,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,onions,Onion,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,oregano,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,parsley,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,parsnips,Parsnip,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time,Last Chance
new-york,pawpaw,Pawpaw,,,,,,,,,Starting Now,Last Chance,,
new-york,pea-shoots,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-york,peaches,Peach,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-york,pears,Pear,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-york,peas,Peas,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
new-york,peppers,Bell pepper,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,plums,Plum,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-york,potatoes,Potato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,pumpkin,Pumpkin,,,,,,,,,Starting Now,Last Chance,,
new-york,purslane,Purslane,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,quince,Quince,,,,,,,,,,Starting Now,Last Chance,
new-york,radicchio,Radicchio,,,,,,,,,Starting Now,Last Chance,,
new-york,radishes,Radish,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-york,ramps,X,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,
new-york,rapini,Rapini,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,raspberries,Raspberry,,,,,,,Prime Time,,Starting Now,Last Chance,,
new-york,rhubarb,Rhubarb,,,,,Starting Now,Prime Time,Last Chance,,,,,
new-york,rosemary,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,rutabaga,Swede,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,sage,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-york,shallots,Shallots,Last Chance,,,,,Starting Now,Last Chance,,,,,Starting Now
new-york,shell-beans,X,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-york,snap-peas,Sugar snaps,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,snow-peas,Snow peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,sorrel,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,spinach,Spinach,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-york,strawberries,Strawberry,,,,,,Starting Now,Last Chance,,,,,
new-york,summer-squash,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,sunchokes,Jerusalem artichoke,Prime Time,,,,,,Starting Now,Last Chance,,,,
new-york,sweet-potatoes,Sweet potato,,,,,,,,Starting Now,Last Chance,,,
new-york,tarragon,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,thyme,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,tomatillos,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,tomatoes,Tomato,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,turnips,Turnip,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
new-york,watermelon,Watermelon,,,,,,,,,Starting Now,Last Chance,,
new-york,winter-squash,Pumpkin,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,zucchini,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,apples,Apple,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,arugula,Rocket,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance,
north-carolina,asparagus,Asparagus,,,Starting Now,Last Chance,,,,,,,,
north-carolina,basil,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,beets,Beetroot,,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Last Chance
north-carolina,black-eyed-peas,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-carolina,blackberries,Blackberry,,,,,,Starting Now,Last Chance,,Prime Time,,,
north-carolina,blueberries,Blueberry,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-carolina,bok-choy,Bok choy,,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Last Chance
north-carolina,brambles,X,,,,,,Starting Now,Last Chance,,Prime Time,,,
north-carolina,broccoli,Broccoli,,,,Starting Now,Last Chance,,,,,,,
north-carolina,brussels-sprouts,Brussels sprouts,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,cabbage,White cabbage,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
north-carolina,cantaloupe,Cantaloupe,,,,,,,Starting Now,Last Chance,,,,
north-carolina,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,carrots,Carrot,Last Chance,,,,,,,,,,,Starting Now
north-carolina,cauliflower,Cauliflower,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,celery,Celery,,,,,,,,,Starting Now,Prime Time,Last Chance,
north-carolina,celery-root,Celeriac,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
north-carolina,chard,Chard,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
north-carolina,cherries,Cherry,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-carolina,chicories,Chicory,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,chili-peppers,X,,,,,,,,Starting Now,Last Chance,,,
north-carolina,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,cilantro,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,collard-greens,Collard greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,corn,Corn,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,cucumbers,Cucumber,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,eggplant,Aubergine,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-carolina,endive,Endive,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,fennel,Fennel,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
north-carolina,figs,Fig,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-carolina,garlic,X,,,,,,,Starting Now,Last Chance,,,,
north-carolina,garlic-scapes,X,,,Starting Now,Last Chance,,,,,,,,
north-carolina,gooseberries,Gooseberry,,,,,,Starting Now,Last Chance,,,,,
north-carolina,grapes,Grapes,,,,,,,,Starting Now,Last Chance,,,
north-carolina,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
north-carolina,green-onions,Green onion,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,ground-cherries,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
north-carolina,kale,Kale,,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Last Chance
north-carolina,kohlrabi,Kohlrabi,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
north-carolina,lamb's-quarters,X,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
north-carolina,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
north-carolina,leeks,Leek,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,lettuce,Lettuce,,,,Starting Now,Last Chance,,,,,Starting Now,Last Chance,
north-carolina,lima-beans,X,,,,,,,Starting Now,Last Chance,,,,
north-carolina,loquats,Loquat,,,,Starting Now,Prime Time,Last Chance,,,,,,
north-carolina,melons,Melon,,,,,,,Starting Now,Last Chance,,,,
north-carolina,mint,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
north-carolina,mushrooms,X,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
north-carolina,mustard-greens,X,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
north-carolina,nectarines,Nectarine,,,,,,,Starting Now,Last Chance,,,,
north-carolina,nettles,X,,,Starting Now,Last Chance,,,,,,,,
north-carolina,okra,Okra,,,,,,,Starting Now,Last Chance,,,,
north-carolina,onions,Onion,,,,,,Starting Now,Last Chance,,,,,
north-carolina,oregano,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,parsley,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,parsnips,Parsnip,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,pawpaw,Pawpaw,,,,,,,,Starting Now,Last Chance,,,
north-carolina,pea-shoots,X,,,Starting Now,Last Chance,,,,,,,,
north-carolina,peaches,Peach,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
north-carolina,peanuts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,pears,Pear,,,,,,,,Starting Now,Prime Time,Last Chance,,
north-carolina,peas,Peas,,,,,Prime Time,,,,,,,
north-carolina,pecans,X,,,,,,,,,,,Starting Now,Last Chance
north-carolina,peppers,Bell pepper,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-carolina,persimmons,Persimmon,,,,,,,,,Starting Now,Last Chance,,
north-carolina,plums,Plum,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-carolina,potatoes,Potato,,,,,,Starting Now,Last Chance,,,,,
north-carolina,pumpkin,Pumpkin,,,,,,,,,Starting Now,Last Chance,,
north-carolina,purslane,Purslane,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
north-carolina,quince,Quince,,,,,,,,,,Starting Now,Last Chance,
north-carolina,radicchio,Radicchio,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
north-carolina,radishes,Radish,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Last Chance,
north-carolina,ramps,X,,,,Starting Now,Last Chance,,,,,,,
north-carolina,rapini,Rapini,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,raspberries,Raspberry,,,,,,Prime Time,,,Starting Now,Last Chance,,
north-carolina,rosemary,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,sage,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
north-carolina,shallots,Shallots,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,shell-beans,X,,,,,,,,Starting Now,Last Chance,,,
north-carolina,snap-peas,Sugar snaps,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-carolina,snow-peas,Snow peas,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-carolina,sorrel,X,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
north-carolina,spinach,Spinach,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
north-carolina,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,strawberries,Strawberry,,,,Starting Now,Prime Time,Last Chance,,,,,,
north-carolina,summer-squash,Zucchini,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
north-carolina,sunchokes,Jerusalem artichoke,Starting Now,Last Chance,,,,Starting Now,Last Chance,,,,,
north-carolina,sweet-potatoes,Sweet potato,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
north-carolina,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,tomatillos,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,tomatoes,Tomato,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,turnips,Turnip,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance
north-carolina,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
