state,vegetable,January,February,March,April,May,June,July,August,September,October,November,December
new-york,mustard-greens,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,nectarines,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-york,nettles,,,Starting Now,Prime Time,Last Chance,,,,,,,
new-york,okra,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,onions,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
new-york,oregano,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,parsley,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,parsnips,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time,Last Chance
new-york,pawpaw,,,,,,,,,Starting Now,Last Chance,,
new-york,pea-shoots,,,,Starting Now,Prime Time,Last Chance,,,,,,
new-york,peaches,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-york,pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
new-york,peas,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
new-york,peppers,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,plums,,,,,,,Starting Now,Prime Time,Last Chance,,,
new-york,potatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,pumpkin,,,,,,,,,Starting Now,Last Chance,,
new-york,purslane,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,quince,,,,,,,,,,Starting Now,Last Chance,
new-york,radicchio,,,,,,,,,Starting Now,Last Chance,,
new-york,radishes,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
new-york,ramps,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,
new-york,rapini,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,raspberries,,,,,,,Prime Time,,Starting Now,Last Chance,,
new-york,rhubarb,,,,,Starting Now,Prime Time,Last Chance,,,,,
new-york,rosemary,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,rutabaga,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,sage,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
new-york,shallots,Last Chance,,,,,Starting Now,Last Chance,,,,,Starting Now
new-york,shell-beans,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
new-york,snap-peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,snow-peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,sorrel,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,spinach,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
new-york,strawberries,,,,,,Starting Now,Last Chance,,,,,
new-york,summer-squash,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,sunchokes,Prime Time,,,,,,Starting Now,Last Chance,,,,
new-york,sweet-potatoes,,,,,,,,Starting Now,Last Chance,,,
new-york,tarragon,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,thyme,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,tomatillos,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
new-york,tomatoes,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
new-york,turnips,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
new-york,watermelon,,,,,,,,,Starting Now,Last Chance,,
new-york,winter-squash,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
new-york,zucchini,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,apples,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,arugula,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance,
north-carolina,asparagus,,,Starting Now,Last Chance,,,,,,,,
north-carolina,basil,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,beets,,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Last Chance
north-carolina,black-eyed-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-carolina,blackberries,,,,,,Starting Now,Last Chance,,Prime Time,,,
north-carolina,blueberries,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-carolina,bok-choy,,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Last Chance
north-carolina,brambles,,,,,,Starting Now,Last Chance,,Prime Time,,,
north-carolina,broccoli,,,,Starting Now,Last Chance,,,,,,,
north-carolina,brussels-sprouts,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,cabbage,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
north-carolina,cantaloupe,,,,,,,Starting Now,Last Chance,,,,
north-carolina,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,carrots,Last Chance,,,,,,,,,,,Starting Now
north-carolina,cauliflower,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,celery,,,,,,,,,Starting Now,Prime Time,Last Chance,
north-carolina,celery-root,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
north-carolina,chard,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
north-carolina,cherries,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-carolina,chicories,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,chili-peppers,,,,,,,,Starting Now,Last Chance,,,
north-carolina,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,cilantro,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,collard-greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,corn,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,cucumbers,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,eggplant,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-carolina,endive,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,fennel,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
north-carolina,figs,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-carolina,garlic,,,,,,,Starting Now,Last Chance,,,,
north-carolina,garlic-scapes,,,Starting Now,Last Chance,,,,,,,,
north-carolina,gooseberries,,,,,,Starting Now,Last Chance,,,,,
north-carolina,grapes,,,,,,,,Starting Now,Last Chance,,,
north-carolina,green-beans,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
north-carolina,green-onions,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,ground-cherries,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
north-carolina,kale,,,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Last Chance
north-carolina,kohlrabi,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
north-carolina,lamb's-quarters,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
north-carolina,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
north-carolina,leeks,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,lettuce,,,,Starting Now,Last Chance,,,,,Starting Now,Last Chance,
north-carolina,lima-beans,,,,,,,Starting Now,Last Chance,,,,
north-carolina,loquats,,,,Starting Now,Prime Time,Last Chance,,,,,,
north-carolina,melons,,,,,,,Starting Now,Last Chance,,,,
north-carolina,mint,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
north-carolina,mushrooms,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
north-carolina,mustard-greens,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
north-carolina,nectarines,,,,,,,Starting Now,Last Chance,,,,
north-carolina,nettles,,,Starting Now,Last Chance,,,,,,,,
north-carolina,okra,,,,,,,Starting Now,Last Chance,,,,
north-carolina,onions,,,,,,Starting Now,Last Chance,,,,,
north-carolina,oregano,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,parsley,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,parsnips,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,pawpaw,,,,,,,,Starting Now,Last Chance,,,
north-carolina,pea-shoots,,,Starting Now,Last Chance,,,,,,,,
north-carolina,peaches,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
north-carolina,peanuts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
north-carolina,peas,,,,,Prime Time,,,,,,,
north-carolina,pecans,,,,,,,,,,,Starting Now,Last Chance
north-carolina,peppers,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-carolina,persimmons,,,,,,,,,Starting Now,Last Chance,,
north-carolina,plums,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-carolina,potatoes,,,,,,Starting Now,Last Chance,,,,,
north-carolina,pumpkin,,,,,,,,,Starting Now,Last Chance,,
north-carolina,purslane,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
north-carolina,quince,,,,,,,,,,Starting Now,Last Chance,
north-carolina,radicchio,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
north-carolina,radishes,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Last Chance,
north-carolina,ramps,,,,Starting Now,Last Chance,,,,,,,
north-carolina,rapini,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-carolina,raspberries,,,,,,Prime Time,,,Starting Now,Last Chance,,
north-carolina,rosemary,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,sage,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
north-carolina,shallots,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,shell-beans,,,,,,,,Starting Now,Last Chance,,,
north-carolina,snap-peas,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-carolina,snow-peas,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-carolina,sorrel,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
north-carolina,spinach,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
north-carolina,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,strawberries,,,,Starting Now,Prime Time,Last Chance,,,,,,
north-carolina,summer-squash,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
north-carolina,sunchokes,Starting Now,Last Chance,,,,Starting Now,Last Chance,,,,,
north-carolina,sweet-potatoes,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-carolina,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
north-carolina,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-carolina,tomatillos,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,tomatoes,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-carolina,turnips,,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance
north-carolina,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
north-carolina,watermelon,,,,,,,Starting Now,Last Chance,,,,
north-carolina,winter-squash,Last Chance,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
north-carolina,zucchini,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
north-dakota,apples,,,,,,,,Starting Now,Prime Time,Last Chance,,
north-dakota,apricots,,,,,,,Starting Now,Last Chance,,,,
north-dakota,arugula,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-dakota,asian-pears,,,,,,,,Starting Now,Last Chance,,,
north-dakota,asparagus,,,,Starting Now,Last Chance,,,,,,,
north-dakota,basil,,,,,,,,Starting Now,Last Chance,,,
north-dakota,beets,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,blackberries,,,,,,,Starting Now,Last Chance,,,,
north-dakota,blueberries,,,,,,,Starting Now,Last Chance,,,,
north-dakota,bok-choy,,,,,,,,,Prime Time,,,
north-dakota,brambles,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-dakota,broccoli,,,,,,Starting Now,Last Chance,,,,,
north-dakota,brussels-sprouts,,,,,,,,Starting Now,Last Chance,,,
north-dakota,cabbage,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
north-dakota,cantaloupe,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
north-dakota,carrots,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
north-dakota,cauliflower,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
north-dakota,celery,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
north-dakota,celery-root,,,,,,,,,Prime Time,,,
north-dakota,chard,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,cherries,,,,,,,Starting Now,Last Chance,,,,
north-dakota,chicories,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-dakota,chili-peppers,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
north-dakota,cilantro,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-dakota,collard-greens,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-dakota,corn,,,,,,,,Starting Now,Last Chance,,,
north-dakota,cucumbers,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,currants,,,,,,Starting Now,Last Chance,,,,,
north-dakota,eggplant,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,endive,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-dakota,garlic,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
north-dakota,garlic-scapes,,,,,,Prime Time,,,,,,
north-dakota,gooseberries,,,,,,,Starting Now,Last Chance,,,,
north-dakota,grapes,,,,,,,,Starting Now,Last Chance,,,
north-dakota,green-beans,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,green-onions,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
north-dakota,ground-cherries,,,,,,,,Starting Now,Last Chance,,,
north-dakota,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
north-dakota,kale,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-dakota,kohlrabi,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
north-dakota,lamb's-quarters,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-dakota,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
north-dakota,leeks,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
north-dakota,lettuce,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-dakota,lima-beans,,,,,,,,,Starting Now,Last Chance,,
north-dakota,melons,,,,,,,,Starting Now,Last Chance,,,
north-dakota,mint,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
north-dakota,mushrooms,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,mustard-greens,,,,,,,,Starting Now,Last Chance,,,
north-dakota,nectarines,,,,,,,Starting Now,Last Chance,,,,
north-dakota,okra,,,,,,,,Starting Now,Last Chance,,,
north-dakota,onions,,,,,,,,Starting Now,Prime Time,Last Chance,,
north-dakota,oregano,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
north-dakota,parsley,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-dakota,parsnips,,,,,,,,Starting Now,Prime Time,Last Chance,,
north-dakota,pea-shoots,,,,,,Starting Now,Last Chance,,,,,
north-dakota,pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
north-dakota,peas,,,,,Starting Now,Last Chance,,,,,,
north-dakota,peppers,,,,,,,,Starting Now,Last Chance,,,
north-dakota,plums,,,,,,,Starting Now,Last Chance,,,,
north-dakota,potatoes,,,,,,,,,Starting Now,Last Chance,,
north-dakota,pumpkin,,,,,,,,,Starting Now,Last Chance,,
north-dakota,purslane,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-dakota,quince,,,,,,,,,,Starting Now,Last Chance,
north-dakota,radicchio,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
north-dakota,radishes,,,,,,Starting Now,Last Chance,,,,,
north-dakota,ramps,,,,Starting Now,Prime Time,Last Chance,,,,,,
north-dakota,rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
north-dakota,raspberries,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
north-dakota,rhubarb,,,,,Starting Now,Prime Time,Last Chance,,,,,
north-dakota,rosemary,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,rutabaga,,,,,,,,,,Starting Now,Last Chance,
north-dakota,sage,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
north-dakota,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
north-dakota,shallots,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,shell-beans,,,,,,,,,Starting Now,Last Chance,,
north-dakota,sorrel,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-dakota,spinach,,,,,,Starting Now,Prime Time,Last Chance,,,,
north-dakota,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
north-dakota,strawberries,,,,,,Starting Now,Last Chance,,,,,
north-dakota,summer-squash,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
north-dakota,sunchokes,,,,,,,,Prime Time,,,,
north-dakota,sweet-potatoes,,,,,,,,,Prime Time,,,
north-dakota,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
north-dakota,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
north-dakota,tomatillos,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,tomatoes,,,,,,,Starting Now,Prime Time,Last Chance,,,
north-dakota,turnips,,,,,,,,Starting Now,Prime Time,Last Chance,,
north-dakota,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
north-dakota,watermelon,,,,,,,,Starting Now,Last Chance,,,
north-dakota,winter-squash,,,,,,,,,Starting Now,Prime Time,Last Chance,
north-dakota,zucchini,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
ohio,apples,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
ohio,arugula,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
ohio,asparagus,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
ohio,basil,,,,,,,Starting Now,Prime Time,Last Chance,,,
ohio,beets,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
ohio,blackberries,,,,,,,Starting Now,Prime Time,Last Chance,,,
ohio,blueberries,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
ohio,bok-choy,,,,,,,,Starting Now,Last Chance,,,
ohio,brambles,,,,,,,Starting Now,Prime Time,Last Chance,,,
ohio,broccoli,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
ohio,brussels-sprouts,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
ohio,cabbage,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
ohio,cantaloupe,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
ohio,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
ohio,carrots,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
